recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps,preparacion_detallada,ingredientes_con_cantidades
Estofado de Pollo,Platos de Fondo,Costa,Guiso casero de pollo cocido a fuego lento en salsa de tomate con papas y zanahoria.,"[""presas de pollo"", ""tomates"", ""cebolla"", ""papas"", ""zanahoria"", ""vino tinto"", ""ají panca"", ""sal"", ""pimienta""]","[""Sellar las presas de pollo y reservar."", ""Preparar un aderezo con cebolla, tomate y ají panca."", ""Agregar el pollo, un poco de vino y caldo; cocinar tapado a fuego lento."", ""Añadir las papas y la zanahoria, cocinar hasta que todo esté tierno y servir con arroz.""]",9,4,"[""Sellar las presas de pollo y reservar. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Preparar un aderezo con cebolla, tomate y ají panca. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar el pollo, un poco de vino y caldo; cocinar tapado a fuego lento. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Añadir las papas y la zanahoria, cocinar hasta que todo esté tierno y servir con arroz. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""presas de pollo: 1 kg"", ""tomates: 2 unidades medianas"", ""cebolla: 1 unidad mediana (150 g)"", ""papas: 500 g"", ""zanahoria: 1 unidad mediana (100 g)"", ""vino tinto: 1/2 taza (125 ml)"", ""ají panca: 2 cdas (pasta)"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Frejoles con Seco,Platos de Fondo,Costa,Frejoles canarios guisados que acompañan tradicionalmente al seco de res o de cordero.,"[""frejoles canarios"", ""cebolla"", ""ajo"", ""ají panca"", ""pellejo o tocino"", ""sal"", ""pimienta""]","[""Cocinar los frejoles remojados en abundante agua hasta que estén tiernos."", ""Preparar un aderezo con cebolla, ajo y ají panca."", ""Incorporar el aderezo a los frejoles junto con el pellejo o tocino, cocinar hasta espesar."", ""Sazonar y servir junto a un seco de res o cordero y arroz.""]",7,4,"[""Cocinar los frejoles remojados en abundante agua hasta que estén tiernos. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Preparar un aderezo con cebolla, ajo y ají panca. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar el aderezo a los frejoles junto con el pellejo o tocino, cocinar hasta espesar. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Sazonar y servir junto a un seco de res o cordero y arroz. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""frejoles canarios: 1 taza (200 g) remojados"", ""cebolla: 1 unidad mediana (150 g)"", ""ajo: 2 dientes"", ""ají panca: 2 cdas (pasta)"", ""pellejo o tocino: 150 g"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Bistec a lo Pobre,Platos de Fondo,Costa,"Generoso plato de bistec acompañado de plátano frito, huevo, papas fritas y arroz.","[""bistecs de res"", ""plátanos maduros"", ""huevos"", ""papas"", ""sal"", ""pimienta"", ""ajo"", ""arroz blanco""]","[""Sazonar los bistecs con sal, pimienta y ajo molido, y cocinarlos a la plancha o sartén."", ""Freír las rodajas de plátano maduro hasta dorar."", ""Freír los huevos y las papas en bastones por separado."", ""Servir el bistec acompañado de plátano frito, huevo frito, papas fritas y arroz.""]",8,4,"[""Sazonar los bistecs con sal, pimienta y ajo molido, y cocinarlos a la plancha o sartén. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Freír las rodajas de plátano maduro hasta dorar. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Freír los huevos y las papas en bastones por separado. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Servir el bistec acompañado de plátano frito, huevo frito, papas fritas y arroz. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""bistecs de res: 4 unidades (600 g)"", ""plátanos maduros: 2 unidades"", ""huevos: 2 unidades"", ""papas: 500 g"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""ajo: 2 dientes"", ""arroz blanco: 2 tazas (400 g)""]"
Salchipapa Criolla,Platos de Fondo,Costa,"Papas fritas cubiertas de trozos de salchicha frita, un clásico callejero acompañado de salsas.","[""papas"", ""salchichas"", ""aceite"", ""sal"", ""mayonesa"", ""ketchup"", ""salsa de ají""]","[""Freír las papas en bastones hasta que doren y estén crocantes."", ""Freír las rodajas de salchicha hasta que doren ligeramente."", ""Mezclar las papas con las salchichas fritas en un plato."", ""Servir con mayonesa, ketchup y salsa de ají al gusto.""]",7,4,"[""Freír las papas en bastones hasta que doren y estén crocantes. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Freír las rodajas de salchicha hasta que doren ligeramente. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Mezclar las papas con las salchichas fritas en un plato. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Servir con mayonesa, ketchup y salsa de ají al gusto. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""papas: 500 g"", ""salchichas: 4 unidades"", ""aceite: 3 cdas"", ""sal: al gusto"", ""mayonesa: 4 cdas"", ""ketchup: 2 cdas"", ""salsa de ají: 2 cdas""]"
Pollo a la Brasa,Platos de Fondo,Costa,"Pollo entero marinado en especias y asado lentamente hasta quedar dorado y jugoso, ícono de la comida peruana.","[""pollo"", ""ají panca"", ""ajo"", ""comino"", ""salsa de soya"", ""sal"", ""pimienta"", ""papas"", ""ensalada""]","[""Marinar el pollo con ají panca, ajo, comino, salsa de soya, sal y pimienta durante varias horas."", ""Colocar el pollo en un asador o rosticero y cocinar a fuego medio, girando constantemente."", ""Asar hasta que la piel quede dorada y crocante y el interior bien cocido."", ""Trozar y servir con papas fritas y ensalada.""]",9,4,"[""Marinar el pollo con ají panca, ajo, comino, salsa de soya, sal y pimienta durante varias horas. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Colocar el pollo en un asador o rosticero y cocinar a fuego medio, girando constantemente. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Asar hasta que la piel quede dorada y crocante y el interior bien cocido. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Trozar y servir con papas fritas y ensalada. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""pollo: 1 kg (en presas)"", ""ají panca: 2 cdas (pasta)"", ""ajo: 2 dientes"", ""comino: 1/2 cdta"", ""salsa de soya: 2 cdas"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""papas: 500 g"", ""ensalada: 2 tazas (hojas mixtas)""]"
Alitas Broaster,Platos de Fondo,Costa,"Alitas de pollo apanadas y fritas hasta quedar extra crocantes, acompañadas de papas fritas.","[""alitas de pollo"", ""harina"", ""huevo"", ""aceite"", ""sal"", ""pimienta"", ""papas""]","[""Sazonar las alitas con sal y pimienta."", ""Pasar las alitas por huevo batido y luego por la harina sazonada."", ""Freír en aceite caliente hasta dorar completamente y quedar crocantes."", ""Servir calientes junto con papas fritas.""]",7,4,"[""Sazonar las alitas con sal y pimienta. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Pasar las alitas por huevo batido y luego por la harina sazonada. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Freír en aceite caliente hasta dorar completamente y quedar crocantes. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Servir calientes junto con papas fritas. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""alitas de pollo: 8 unidades (500 g)"", ""harina: 1 taza (125 g)"", ""huevo: 1 unidad"", ""aceite: 3 cdas"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""papas: 500 g""]"
Chaufa de Pollo,Platos de Fondo,Costa,"Arroz salteado al estilo chino-peruano con pollo, huevo, cebolla china y sillao.","[""arroz"", ""pechugas de pollo"", ""huevos"", ""cebolla china"", ""sillao"", ""aceite de ajonjolí"", ""sal"", ""pimienta""]","[""Saltear el pollo en cubos en un wok bien caliente hasta dorar; reservar."", ""En el mismo wok, cocinar los huevos batidos y romperlos en trozos."", ""Agregar el arroz frío, el pollo y saltear todo a fuego alto."", ""Añadir el sillao, la cebolla china y un chorrito de aceite de ajonjolí, mezclar bien y servir caliente.""]",8,4,"[""Saltear el pollo en cubos en un wok bien caliente hasta dorar; reservar. Saltear a fuego alto y en tandas pequeñas para evitar que suelte agua y se cocine al vapor en lugar de dorarse."", ""En el mismo wok, cocinar los huevos batidos y romperlos en trozos. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar el arroz frío, el pollo y saltear todo a fuego alto. Saltear a fuego alto y en tandas pequeñas para evitar que suelte agua y se cocine al vapor en lugar de dorarse."", ""Añadir el sillao, la cebolla china y un chorrito de aceite de ajonjolí, mezclar bien y servir caliente. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación.""]","[""arroz: 2 tazas (400 g)"", ""pechugas de pollo: 2 unidades (500 g)"", ""huevos: 2 unidades"", ""cebolla china: 2 tallos"", ""sillao: 2 cdas (salsa de soya)"", ""aceite de ajonjolí: 1 cdta"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Tallarín Saltado,Platos de Fondo,Costa,"Versión con fideos del clásico lomo saltado, salteados con carne, cebolla y tomate.","[""fideos spaghetti"", ""lomo de res"", ""cebolla"", ""tomates"", ""sillao"", ""vinagre"", ""culantro"", ""sal"", ""pimienta""]","[""Sellar el lomo en tiras a fuego alto en un wok."", ""Agregar la cebolla y saltear brevemente."", ""Incorporar el tomate, el sillao y un chorrito de vinagre."", ""Añadir los fideos cocidos, mezclar bien a fuego alto y servir con culantro picado.""]",9,4,"[""Sellar el lomo en tiras a fuego alto en un wok. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar la cebolla y saltear brevemente. Saltear a fuego alto y en tandas pequeñas para evitar que suelte agua y se cocine al vapor en lugar de dorarse."", ""Incorporar el tomate, el sillao y un chorrito de vinagre. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Añadir los fideos cocidos, mezclar bien a fuego alto y servir con culantro picado. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación.""]","[""fideos spaghetti: 400 g"", ""lomo de res: 600 g"", ""cebolla: 1 unidad mediana (150 g)"", ""tomates: 2 unidades medianas"", ""sillao: 2 cdas (salsa de soya)"", ""vinagre: 1 cda"", ""culantro: 1/4 taza picado"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Aeropuerto Criollo,Platos de Fondo,Costa,"Plato combinado que reúne chaufa, tallarín saltado y trozos de carne en una sola porción generosa.","[""arroz chaufa"", ""tallarín saltado"", ""carne o pollo salteado"", ""salsa china"", ""culantro""]","[""Preparar por separado el arroz chaufa y el tallarín saltado."", ""Saltear la carne o pollo con un poco de sillao."", ""Servir en un mismo plato el chaufa, el tallarín y la carne salteada."", ""Decorar con culantro picado y un poco de salsa china.""]",5,4,"[""Preparar por separado el arroz chaufa y el tallarín saltado. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Saltear la carne o pollo con un poco de sillao. Saltear a fuego alto y en tandas pequeñas para evitar que suelte agua y se cocine al vapor en lugar de dorarse."", ""Servir en un mismo plato el chaufa, el tallarín y la carne salteada. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación."", ""Decorar con culantro picado y un poco de salsa china. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa.""]","[""arroz chaufa: 2 tazas cocido"", ""tallarín saltado: 400 g"", ""carne o pollo salteado: 400 g"", ""salsa china: 2 cdas"", ""culantro: 1/4 taza picado""]"
Arroz con Mariscos,Platos de Fondo,Costa,"Arroz cocido en un sabroso caldo de mariscos, coloreado con ají amarillo y culantro.","[""arroz"", ""mariscos mixtos"", ""cebolla"", ""ajo"", ""ají amarillo"", ""culantro"", ""sal"", ""pimienta""]","[""Preparar un aderezo con cebolla, ajo y ají amarillo."", ""Agregar los mariscos y saltear brevemente."", ""Incorporar el arroz y caldo de pescado, cocinar tapado hasta que el arroz esté en su punto."", ""Finalizar con culantro picado y servir caliente.""]",8,4,"[""Preparar un aderezo con cebolla, ajo y ají amarillo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar los mariscos y saltear brevemente. Saltear a fuego alto y en tandas pequeñas para evitar que suelte agua y se cocine al vapor en lugar de dorarse."", ""Incorporar el arroz y caldo de pescado, cocinar tapado hasta que el arroz esté en su punto. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Finalizar con culantro picado y servir caliente. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""arroz: 2 tazas (400 g)"", ""mariscos mixtos: 600 g"", ""cebolla: 1 unidad mediana (150 g)"", ""ajo: 2 dientes"", ""ají amarillo: 3 unidades (o 3 cdas de pasta)"", ""culantro: 1/4 taza picado"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Sudado de Pescado,Platos de Fondo,Costa,"Pescado cocido a fuego lento sobre una cama de cebolla y tomate, en su propio jugo con un toque de chicha de jora.","[""pescado"", ""cebolla"", ""tomates"", ""chicha de jora o vino blanco"", ""ají amarillo"", ""culantro"", ""sal"", ""pimienta""]","[""Colocar una cama de cebolla y tomate en una olla ancha."", ""Sazonar el pescado y colocarlo sobre las verduras."", ""Bañar con la chicha de jora, agregar el ají amarillo y tapar."", ""Cocinar a fuego medio-bajo hasta que el pescado esté cocido y servir con su jugo y culantro.""]",8,4,"[""Colocar una cama de cebolla y tomate en una olla ancha. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Sazonar el pescado y colocarlo sobre las verduras. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Bañar con la chicha de jora, agregar el ají amarillo y tapar. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Cocinar a fuego medio-bajo hasta que el pescado esté cocido y servir con su jugo y culantro. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""pescado: 500 g (en trozos)"", ""cebolla: 1 unidad mediana (150 g)"", ""tomates: 2 unidades medianas"", ""chicha de jora o vino blanco: 1 taza (250 ml)"", ""ají amarillo: 3 unidades (o 3 cdas de pasta)"", ""culantro: 1/4 taza picado"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Escabeche Mixto,Platos de Fondo,Costa,Combinación de pescado y pollo fritos bañados en un aderezo agridulce de cebolla y ají amarillo.,"[""presas de pollo"", ""pescado"", ""cebollas"", ""ajíes amarillos"", ""vinagre"", ""comino"", ""aceite"", ""sal"", ""pimienta""]","[""Sazonar y freír el pollo y el pescado por separado hasta dorar."", ""En el mismo aceite, saltear la cebolla y el ají amarillo con comino."", ""Agregar el vinagre y dejar hervir para formar el aderezo."", ""Bañar el pollo y el pescado fritos con el aderezo caliente y servir con huevo duro y aceitunas.""]",9,4,"[""Sazonar y freír el pollo y el pescado por separado hasta dorar. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""En el mismo aceite, saltear la cebolla y el ají amarillo con comino. Saltear a fuego alto y en tandas pequeñas para evitar que suelte agua y se cocine al vapor en lugar de dorarse."", ""Agregar el vinagre y dejar hervir para formar el aderezo. Mantener a fuego medio, con agua apenas cubriendo el ingrediente y una pizca de sal, controlando el punto pinchando con un tenedor."", ""Bañar el pollo y el pescado fritos con el aderezo caliente y servir con huevo duro y aceitunas. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""presas de pollo: 1 kg"", ""pescado: 500 g (en trozos)"", ""cebollas: 2 unidades medianas"", ""ajíes amarillos: 3 unidades"", ""vinagre: 1 cda"", ""comino: 1/2 cdta"", ""aceite: 3 cdas"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Adobo de Chancho,Platos de Fondo,Costa,"Trozos de cerdo marinados en chicha de jora y ají panca, cocidos a fuego lento hasta quedar tiernos.","[""carne de cerdo"", ""chicha de jora"", ""ají panca"", ""ajo"", ""orégano"", ""comino"", ""sal"", ""pimienta""]","[""Marinar la carne de cerdo con chicha de jora, ají panca, ajo y especias por varias horas."", ""Sellar la carne en una olla con un poco de aceite."", ""Agregar el líquido de la marinada y cocinar tapado a fuego lento hasta que la carne esté tierna."", ""Servir caliente con yuca sancochada o arroz.""]",8,4,"[""Marinar la carne de cerdo con chicha de jora, ají panca, ajo y especias por varias horas. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Sellar la carne en una olla con un poco de aceite. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar el líquido de la marinada y cocinar tapado a fuego lento hasta que la carne esté tierna. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Servir caliente con yuca sancochada o arroz. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""carne de cerdo: 500 g"", ""chicha de jora: 1 taza (250 ml)"", ""ají panca: 2 cdas (pasta)"", ""ajo: 2 dientes"", ""orégano: 1 cdta"", ""comino: 1/2 cdta"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Chicharrón de Calamar,Platos de Fondo,Costa,"Anillos de calamar apanados y fritos, crocantes por fuera y tiernos por dentro.","[""calamar"", ""jugo de limón"", ""harina"", ""aceite"", ""sal"", ""pimienta"", ""salsa criolla""]","[""Marinar los anillos de calamar con limón, sal y pimienta brevemente."", ""Pasar los anillos por harina, cubriendo bien."", ""Freír en aceite bien caliente por poco tiempo para que no queden duros."", ""Escurrir y servir de inmediato con salsa criolla.""]",7,4,"[""Marinar los anillos de calamar con limón, sal y pimienta brevemente. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Pasar los anillos por harina, cubriendo bien. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Freír en aceite bien caliente por poco tiempo para que no queden duros. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Escurrir y servir de inmediato con salsa criolla. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""calamar: 400 g"", ""jugo de limón: 1/2 taza (4-5 limones)"", ""harina: 1 taza (125 g)"", ""aceite: 3 cdas"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""salsa criolla: 1 taza (preparada aparte)""]"
Milanesa a lo Pobre,Platos de Fondo,Costa,"Milanesa de carne apanada acompañada de plátano frito, huevo frito, papas fritas y arroz.","[""carne"", ""pan"", ""huevos"", ""plátanos maduros"", ""huevos"", ""papas"", ""arroz""]","[""Pasar los filetes por huevo batido y luego por pan rallado."", ""Freír las milanesas hasta dorar por ambos lados."", ""Freír el plátano maduro y los huevos por separado."", ""Servir la milanesa con plátano frito, huevo frito, papas fritas y arroz.""]",7,4,"[""Pasar los filetes por huevo batido y luego por pan rallado. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Freír las milanesas hasta dorar por ambos lados. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Freír el plátano maduro y los huevos por separado. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Servir la milanesa con plátano frito, huevo frito, papas fritas y arroz. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""carne: 500 g"", ""pan: 2 unidades"", ""huevos: 2 unidades"", ""plátanos maduros: 2 unidades"", ""huevos: 2 unidades"", ""papas: 500 g"", ""arroz: 2 tazas (400 g)""]"
Chupín de Pescado,Platos de Fondo,Costa,"Guiso de pescado con papas y leche, de sabor suave y reconfortante, similar a un chupe ligero.","[""pescado"", ""papas"", ""cebolla"", ""ají amarillo"", ""leche evaporada"", ""queso fresco"", ""sal"", ""pimienta""]","[""Preparar un aderezo con cebolla y ají amarillo."", ""Agregar agua o caldo y las papas, cocinar hasta que ablanden."", ""Incorporar el pescado y cocinar unos minutos."", ""Añadir la leche y el queso al final, ajustar sazón y servir caliente.""]",8,4,"[""Preparar un aderezo con cebolla y ají amarillo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar agua o caldo y las papas, cocinar hasta que ablanden. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar el pescado y cocinar unos minutos. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Añadir la leche y el queso al final, ajustar sazón y servir caliente. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""pescado: 500 g (en trozos)"", ""papas: 500 g"", ""cebolla: 1 unidad mediana (150 g)"", ""ají amarillo: 3 unidades (o 3 cdas de pasta)"", ""leche evaporada: 1 lata (410 ml)"", ""queso fresco: 200 g"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Pescado a lo Macho,Platos de Fondo,Costa,Filete de pescado bañado en una generosa salsa picante de mariscos y ají amarillo.,"[""pescado"", ""mariscos mixtos"", ""cebolla"", ""tomates"", ""ají amarillo"", ""vino blanco"", ""sal"", ""pimienta""]","[""Freír o sellar los filetes de pescado y reservar en un plato."", ""Preparar un aderezo con cebolla, tomate y ají amarillo."", ""Agregar los mariscos y un chorrito de vino blanco, cocinar hasta que los mariscos estén listos."", ""Bañar el pescado con la salsa de mariscos bien caliente y servir con arroz.""]",8,4,"[""Freír o sellar los filetes de pescado y reservar en un plato. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Preparar un aderezo con cebolla, tomate y ají amarillo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar los mariscos y un chorrito de vino blanco, cocinar hasta que los mariscos estén listos. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Bañar el pescado con la salsa de mariscos bien caliente y servir con arroz. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""pescado: 500 g (en trozos)"", ""mariscos mixtos: 600 g"", ""cebolla: 1 unidad mediana (150 g)"", ""tomates: 2 unidades medianas"", ""ají amarillo: 3 unidades (o 3 cdas de pasta)"", ""vino blanco: 1/2 taza (125 ml)"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Cuy Chactado,Platos de Fondo,Sierra,"Cuy aplanado y frito hasta quedar dorado y crocante, plato tradicional de la sierra sur del Perú.","[""cuy"", ""ajo"", ""comino"", ""sal"", ""aceite"", ""papas"", ""mote"", ""salsa criolla""]","[""Sazonar el cuy con ajo, comino y sal, y dejar reposar."", ""Aplanar el cuy con una piedra o prensa antes de freír para que quede parejo."", ""Freír en abundante aceite caliente hasta que la piel quede dorada y crocante."", ""Servir entero acompañado de papas sancochadas, mote y salsa criolla.""]",8,4,"[""Sazonar el cuy con ajo, comino y sal, y dejar reposar. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Aplanar el cuy con una piedra o prensa antes de freír para que quede parejo. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Freír en abundante aceite caliente hasta que la piel quede dorada y crocante. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Servir entero acompañado de papas sancochadas, mote y salsa criolla. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""cuy: 1 unidad (800 g-1 kg)"", ""ajo: 2 dientes"", ""comino: 1/2 cdta"", ""sal: al gusto"", ""aceite: 3 cdas"", ""papas: 500 g"", ""mote: 1 taza (200 g) cocido"", ""salsa criolla: 1 taza (preparada aparte)""]"
Pachamanca,Platos de Fondo,Sierra,Variedad de carnes y tubérculos cocidos bajo tierra con piedras calientes y hierbas aromáticas.,"[""pollo"", ""cerdo"", ""cordero"", ""papas"", ""camotes"", ""habas"", ""humitas"", ""chincho"", ""huacatay"", ""paico"", ""ají panca"", ""ajo"", ""comino"", ""sal""]","[""Marinar las carnes con ají panca, ajo, comino y sal durante varias horas."", ""Calentar piedras al fuego hasta que estén al rojo vivo."", ""Colocar las piedras calientes en un hoyo, disponer las carnes, tubérculos y humitas por capas junto con las hierbas."", ""Cubrir todo con hojas y tierra, dejando cocinar por aproximadamente una hora antes de destapar y servir.""]",14,4,"[""Marinar las carnes con ají panca, ajo, comino y sal durante varias horas. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Calentar piedras al fuego hasta que estén al rojo vivo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Colocar las piedras calientes en un hoyo, disponer las carnes, tubérculos y humitas por capas junto con las hierbas. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Cubrir todo con hojas y tierra, dejando cocinar por aproximadamente una hora antes de destapar y servir. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""pollo: 1 kg (en presas)"", ""cerdo: 500 g"", ""cordero: 800 g"", ""papas: 500 g"", ""camotes: 2 unidades medianas"", ""habas: 1 taza (150 g)"", ""humitas: 4 unidades (masa preparada)"", ""chincho: 2 cdas picadas"", ""huacatay: 1/4 taza (hojas)"", ""paico: 1 cda picada"", ""ají panca: 2 cdas (pasta)"", ""ajo: 2 dientes"", ""comino: 1/2 cdta"", ""sal: al gusto""]"
Puchero Andino,Sopas y Cremas,Sierra,"Guiso contundente de carnes variadas, verduras y tubérculos cocidos en un mismo caldo, típico de fiestas andinas.","[""carne de res"", ""gallina"", ""repollo"", ""zanahoria"", ""camote"", ""arroz graneado"", ""sal"", ""hierbas aromáticas""]","[""Cocinar las carnes en abundante agua hasta que estén tiernas."", ""Agregar el repollo, la zanahoria y el camote, cocinar hasta que las verduras ablanden."", ""Ajustar la sazón con sal y hierbas aromáticas."", ""Servir el caldo con las carnes y verduras, acompañado de arroz graneado.""]",8,4,"[""Cocinar las carnes en abundante agua hasta que estén tiernas. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar el repollo, la zanahoria y el camote, cocinar hasta que las verduras ablanden. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Ajustar la sazón con sal y hierbas aromáticas. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Servir el caldo con las carnes y verduras, acompañado de arroz graneado. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""carne de res: 500 g"", ""gallina: 1 unidad (1.5 kg) en presas"", ""repollo: 1/2 unidad (200 g)"", ""zanahoria: 1 unidad mediana (100 g)"", ""camote: 1 unidad mediana (200 g)"", ""arroz graneado: 2 tazas cocido"", ""sal: al gusto"", ""hierbas aromáticas: 1/4 taza mixtas""]"
